team,window,seasons_used,current_win_pct,current_net_rating,current_n_superstars,current_n_elite_stars,current_n_stars,current_top_player,current_2nd_player,current_W,current_L,current_win_pct_trend,current_net_rating_trend,current_n_superstars_trend,current_n_elite_stars_trend,match_rank,match_type,match_team,match_seasons,match_anchor_season,match_3yr_W,match_3yr_L,match_avg_win_pct,match_avg_net_rating,match_top_player,match_2nd_player,match_top_5_players,match_win_pct_trend,match_net_rating_trend,match_n_superstars_trend,match_next_1yr_win_pct,match_next_2yr_win_pct,match_next_avg_win_pct,match_next_1yr_playoff_round,match_next_2yr_playoff_round,similarity_score,level_similarity,trend_similarity,level_reason,trend_reason
Toronto Raptors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.466,-1.2,0.0,0,1,Scottie Barnes,Brandon Ingram,35,27,0.13,4.0,0.0,0.0,3,top_3,Milwaukee Bucks,2007-08 / 2008-09 / 2009-10,2009-10,106,140,0.48,-0.3,Brandon Jennings,Andrew Bogut,"Andrew Bogut, Brandon Jennings, John Salmons, Luke Ridnour, Ersan Ilyasova",0.122,4.7,0.0,0.427,0.47,0.448,0,0,69.7,71.3,85.9,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Toronto Raptors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.466,-1.2,0.0,0,1,Scottie Barnes,Brandon Ingram,35,27,0.13,4.0,0.0,0.0,4,optimistic,Memphis Grizzlies,2001-02 / 2002-03 / 2003-04,2003-04,101,145,0.48,-0.8,Pau Gasol,Jason Williams,"Pau Gasol, James Posey, Jason Williams, Stromile Swift, Earl Watson",0.165,5.3,0.0,0.549,0.598,0.573,1,1,75.0,79.0,83.3,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Toronto Raptors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.466,-1.2,0.0,0,1,Scottie Barnes,Brandon Ingram,35,27,0.13,4.0,0.0,0.0,5,pessimistic,Milwaukee Bucks,2007-08 / 2008-09 / 2009-10,2009-10,106,140,0.48,-0.3,Brandon Jennings,Andrew Bogut,"Andrew Bogut, Brandon Jennings, John Salmons, Luke Ridnour, Ersan Ilyasova",0.122,4.7,0.0,0.427,0.47,0.448,0,0,69.7,71.3,85.9,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Utah Jazz,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.285,-7.6,0.0,0,1,Jaren Jackson Jr.,Lauri Markkanen,19,44,-0.038,-1.2,0.0,0.0,1,top_1,Atlanta Hawks,2003-04 / 2004-05 / 2005-06,2005-06,67,179,0.273,-6.7,Joe Johnson,Al Harrington,"Joe Johnson, Al Harrington, Josh Smith, Zaza Pachulia, Josh Childress",-0.012,-0.2,0.0,0.366,0.451,0.409,0,1,62.1,63.1,84.6,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Utah Jazz,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.285,-7.6,0.0,0,1,Jaren Jackson Jr.,Lauri Markkanen,19,44,-0.038,-1.2,0.0,0.0,2,top_2,Sacramento Kings,2007-08 / 2008-09 / 2009-10,2009-10,80,166,0.299,-5.6,Tyreke Evans,Carl Landry,"Tyreke Evans, Carl Landry, Beno Udrih, Jason Thompson, Spencer Hawes",-0.079,-1.2,0.0,0.293,0.333,0.313,0,0,61.5,63.3,80.7,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Utah Jazz,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.285,-7.6,0.0,0,1,Jaren Jackson Jr.,Lauri Markkanen,19,44,-0.038,-1.2,0.0,0.0,3,top_3,Washington Wizards,2009-10 / 2010-11 / 2011-12,2011-12,69,161,0.298,-5.9,John Wall,Nene,"John Wall, Jordan Crawford, Nene, Kevin Seraphin, Trevor Booker",-0.007,0.1,0.0,0.354,0.537,0.445,0,1,59.1,59.7,86.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Utah Jazz,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.285,-7.6,0.0,0,1,Jaren Jackson Jr.,Lauri Markkanen,19,44,-0.038,-1.2,0.0,0.0,4,optimistic,Atlanta Hawks,2003-04 / 2004-05 / 2005-06,2005-06,67,179,0.273,-6.7,Joe Johnson,Al Harrington,"Joe Johnson, Al Harrington, Josh Smith, Zaza Pachulia, Josh Childress",-0.012,-0.2,0.0,0.366,0.451,0.409,0,1,62.1,63.1,84.6,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Utah Jazz,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.285,-7.6,0.0,0,1,Jaren Jackson Jr.,Lauri Markkanen,19,44,-0.038,-1.2,0.0,0.0,5,pessimistic,Sacramento Kings,2007-08 / 2008-09 / 2009-10,2009-10,80,166,0.299,-5.6,Tyreke Evans,Carl Landry,"Tyreke Evans, Carl Landry, Beno Udrih, Jason Thompson, Spencer Hawes",-0.079,-1.2,0.0,0.293,0.333,0.313,0,0,61.5,63.3,80.7,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Washington Wizards,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.235,-10.9,0.0,1,0,Anthony Davis,Alex Sarr,16,46,0.038,-1.1,0.0,0.5,1,top_1,Denver Nuggets,1996-97 / 1997-98 / 1998-99,1998-99,46,168,0.233,-9.0,Antonio McDyess,Nick Van Exel,"Antonio McDyess, Nick Van Exel, Danny Fortson, Chauncey Billups, Cory Alexander",0.012,-0.4,0.0,0.427,0.488,0.457,0,0,49.8,51.5,74.0,Similar superstar presence + win percentage,Similar superstar presence trend + roster depth trend
Washington Wizards,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.235,-10.9,0.0,1,0,Anthony Davis,Alex Sarr,16,46,0.038,-1.1,0.0,0.5,2,top_2,Los Angeles Clippers,2007-08 / 2008-09 / 2009-10,2009-10,71,175,0.306,-7.6,Baron Davis,Chris Kaman,"Baron Davis, Chris Kaman, Drew Gooden, Eric Gordon, Rasual Butler",0.037,0.4,0.0,0.39,0.606,0.498,0,1,46.6,47.8,74.6,Similar superstar presence + star depth,Similar superstar presence trend + star depth trend
Washington Wizards,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.235,-10.9,0.0,1,0,Anthony Davis,Alex Sarr,16,46,0.038,-1.1,0.0,0.5,3,top_3,Vancouver Grizzlies,1996-97 / 1997-98 / 1998-99,1998-99,41,173,0.183,-9.1,Shareef Abdur-Rahim,Mike Bibby,"Shareef Abdur-Rahim, Mike Bibby, Tony Massenburg, Felipe Lopez, Michael Smith",-0.005,0.8,0.0,0.268,0.28,0.274,0,0,46.5,48.0,71.8,Similar superstar presence + star depth,Similar superstar presence trend + star depth trend
Washington Wizards,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.235,-10.9,0.0,1,0,Anthony Davis,Alex Sarr,16,46,0.038,-1.1,0.0,0.5,4,optimistic,Denver Nuggets,1996-97 / 1997-98 / 1998-99,1998-99,46,168,0.233,-9.0,Antonio McDyess,Nick Van Exel,"Antonio McDyess, Nick Van Exel, Danny Fortson, Chauncey Billups, Cory Alexander",0.012,-0.4,0.0,0.427,0.488,0.457,0,0,49.8,51.5,74.0,Similar superstar presence + win percentage,Similar superstar presence trend + roster depth trend
Washington Wizards,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.235,-10.9,0.0,1,0,Anthony Davis,Alex Sarr,16,46,0.038,-1.1,0.0,0.5,5,pessimistic,Vancouver Grizzlies,1996-97 / 1997-98 / 1998-99,1998-99,41,173,0.183,-9.1,Shareef Abdur-Rahim,Mike Bibby,"Shareef Abdur-Rahim, Mike Bibby, Tony Massenburg, Felipe Lopez, Michael Smith",-0.005,0.8,0.0,0.268,0.28,0.274,0,0,46.5,48.0,71.8,Similar superstar presence + star depth,Similar superstar presence trend + star depth trend
